Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Gary Baxter,CB,Baylor,74,204,4.53,37.5,,122,7.39,4.21,62,7
Jonathan Beasley,QB,Kansas State,72,227,4.85,29.5,,102,7.55,4.38,0,-1
Monty Beisel,DE,Kansas State,76,270,4.83,34.5,25,110,7.32,4.28,107,9
Kendrell Bell,ILB,Georgia,73,234,4.64,38.5,24,124,7.25,4.5,39,7
Marcus Bell,DT,Memphis,73,319,5.32,,17,98,8.07,4.71,123,6
Michael Bennett,RB,Wisconsin,69,207,4.38,39.5,13,130,,,27,11
Eddie Berlin,WR,New Mexico,71,191,4.43,39.5,,122,6.78,4.08,159,5
Cory Bird,S,Virginia Tech,70,217,4.6,,22,,,,91,4
Darvell Bivens,FB,NW State (LA),70,255,4.97,33.5,32,108,7.81,4.38,0,-1
Randy Black,S,UNLV,72,205,4.74,35.5,,115,7.14,4.2,0,-1
Harold Blackmon,CB,Northwestern,71,210,4.54,37,17,121,7.03,4.28,210,1
Willie Blade,DT,Mississippi State,75,316,4.93,,,,,,93,5
Al Blades,S,Miami (FL),73,209,4.56,,,,,,0,0
Derrick Blaylock,RB,Stephen F. Austin,70,194,4.36,35.5,18,119,7.05,4.09,150,5
David Bobo,OG,TCU,76,290,5.28,31,19,106,7.81,4.89,0,0
Fred Booker,CB,LSU,69,193,4.65,,,,,,0,1
Josh Booty,QB,LSU,74,221,4.9,29.5,,105,7.54,4.48,172,3
Jarvis Borum,OG,North Carolina State,79,332,5.05,30.5,25,107,8.08,4.83,0,2
Kyle Vanden Bosch,DE,Nebraska,76,270,4.75,36.5,26,119,6.82,4.08,34,12
James Boyd,S,Penn State,71,207,4.59,32.5,,117,7.29,4.24,94,2
Roylin Bradley,OLB,Texas A&M,73,243,4.67,34,19,116,7.16,4.28,0,-1
Drew Brees,QB,Purdue,72,213,4.83,32,,105,7.09,4.21,32,20
Sean Brewer,TE,San Jose State,76,255,4.73,36,14,117,7.37,4.18,66,3
Chris Brown,OT,Georgia Tech,77,329,5.33,,30,,,,93,7
Corey Brown,WR,Tulsa,72,202,4.63,39.5,,126,,,0,3
Kenny Bryant,CB,Jackson State,71,190,4.65,37.5,10,117,7.5,4.15,0,-1
Correll Buckhalter,RB,Nebraska,72,226,4.53,40,11,123,7.08,4.06,121,10
Derrick Burgess,DE,Mississippi,74,264,4.92,40,24,125,7.85,,63,10
Adrian Burnette,WR,Tulane,70,191,4.63,,,,,,0,-1
Jerametrius Butler,CB,Kansas State,70,173,4.57,36,11,121,7.22,4.4,145,8
Cecil Caldwell,DT,South Carolina,73,268,4.93,,,,,,0,1
John Capel,WR,Florida,71,177,4.39,36.5,,126,,,208,-1
Terrence Carroll,S,Oregon State,72,212,4.63,,,,,,0,0
Elliott Carson,TE,Vanderbilt,76,246,4.9,36,16,115,7.52,4.21,0,-1
Robert Carswell,S,Clemson,72,214,4.59,34,21,106,7.14,4.18,244,2
Andre Carter,DE,California,76,249,4.84,38.5,20,132,,4.24,7,12
Quincy Carter,QB,Georgia,74,225,4.58,35.5,,113,7.12,4.12,53,4
Quinton Caver,ILB,Arkansas,76,227,4.67,37.5,23,118,7.66,4.25,55,5
Derrick Chambers,DT,Florida,76,299,4.98,,32,,,,0,2
Chris Chambers,WR,Wisconsin,72,210,4.33,45,,134,,4,52,10
Jeff Chaney,RB,Florida State,71,193,4.46,,,,,,0,-1
Jeff Chase,OG,Texas A&M-Kingsville,75,303,5.25,,27,,,,0,-1
Patrick Chukwurah,OLB,Wyoming,74,238,4.77,40,24,119,7.34,4.21,157,7
Kenny Clark,WR,Central Florida,73,225,4.59,35.5,,121,,,0,7
Nate Clements,CB,Ohio State,71,209,4.38,,,,,,21,12
Tay Cody,CB,Florida State,69,181,4.55,,11,,,,67,3
Justin Coleman,QB,Nebraska-Kearney,76,238,5.22,29.5,,101,7.78,4.62,0,8
Derek Combs,RB,Ohio State,72,193,4.42,35,8,120,6.96,4.07,228,1
Jameel Cook,FB,Illinois,70,226,4.8,29.5,17,108,7.55,4.38,174,8
Chris Cooper,DE,Nebraska-Omaha,77,272,4.95,35.5,24,114,7.12,4.21,184,1
Jarrod Cooper,S,Kansas State,72,222,4.45,41.5,,130,6.87,3.9,143,7
Dave Costa,OG,Wisconsin,78,305,5.34,,17,,,,0,0
Rodney Crayton,CB,Auburn,68,178,4.6,35.5,13,118,7.25,4.4,0,-1
Rick Crowell,OLB,Colorado State,75,242,5.03,31.5,19,109,7.54,4.35,188,-1
Corey Crume,RB,East. Kentucky,71,225,4.76,37,15,115,7.36,4.32,0,-1
Alge Crumpler,TE,North Carolina,74,266,4.76,34,22,112,7.38,4.43,35,9
Will Cuthbert,OG,Alabama,77,318,5.53,24.5,17,91,8.84,5.06,0,-1
Ronney Daniels,WR,Auburn,73,212,4.61,34.5,,118,,,0,-1
Leonard Davis,OT,Texas,78,370,5.32,28,33,97,8.72,5.18,2,12
Ennis Davis,DT,USC,76,302,5.1,27.5,23,99,7.98,4.87,221,-1
Rick DeMulling,OG,Idaho,76,307,5.24,31.5,32,108,7.62,4.6,220,7
Anthony Denman,ILB,Notre Dame,73,239,4.76,,,,,,213,2
Ryan Diem,OT,Northern Illinois,79,338,5.13,34,,102,7.5,4.46,118,11
Tony Dixon,S,Alabama,73,213,4.63,37,17,117,7.38,,56,5
Jason Doering,S,Wisconsin,71,202,4.73,,,,7.07,4.12,193,4
Char-Ron Dorsey,OT,Florida State,78,348,5.99,,16,,,,242,2
Eric Downing,DT,Syracuse,75,302,5.23,,27,,,,75,4
Shawn Draper,OG,Alabama,75,303,5.3,32,17,106,8.1,4.77,156,2
Patrick Dyson,CB,Utah,71,192,4.55,31.5,,114,,,0,-1
Andre Dyson,CB,Utah,70,179,4.4,,,119,,,60,7
Nijrell Eason,CB,Arizona State,73,201,4.59,34.5,19,119,,,0,1
Ron Edwards,DT,Texas A&M,75,293,4.86,,,,,,76,12
Heath Evans,FB,Auburn,72,246,4.56,34.5,30,111,7.3,4.24,82,10
Mario Fatafehi,DT,Kansas State,74,295,5.29,,,,,,133,4
Robert Ferguson,WR,Texas A&M,73,205,4.48,36.5,,120,7.24,4.07,41,8
Bill Ferrario,OG,Wisconsin,74,314,5.3,,17,,,,105,3
Dauntae' Finger,TE,North Carolina,76,262,5.09,33.5,15,103,7.95,4.59,205,-1
Jamar Fletcher,CB,Wisconsin,69,180,4.48,,,,,,26,8
Richmond Flowers,WR,Tenn-Chattanooga,71,195,4.55,35.5,,114,6.98,3.96,0,1
Kynan Forney,OG,Hawaii,74,312,5.28,27,23,97,8.56,4.7,219,9
Shawn Forte,S,Maryland,73,204,4.54,,20,,,,0,-1
Curtis Fuller,S,TCU,70,186,4.45,36,18,114,7.2,4.21,127,4
Setema Gali,DE,BYU,76,251,4.88,,,,,,0,-1
Mike Gandy,OG,Notre Dame,76,305,5.2,30.5,,103,8.03,4.71,68,9
Rod Gardner,WR,Clemson,74,219,4.48,,,,,,15,6
Randy Garner,DE,Arkansas,76,277,4.77,,,,,,167,-1
Roberto Garza,C,Texas A&M-Kingsville,74,303,5,32.5,37,114,7.71,4.53,99,14
Reggie Germany,WR,Ohio State,73,183,4.39,,,,,,214,2
Derrick Gibson,S,Florida State,74,218,4.45,,17,,,,28,6
Jason Glenn,OLB,Texas A&M,73,236,4.94,36,14,115,7.16,4.31,173,6
Kenneth Grant,CB,Kentucky,70,204,4.53,39,,115,7.15,4.34,0,-1
DeLawrence Grant,DE,Oregon State,75,280,4.77,,,,,,89,5
Javon Green,WR,Colorado,73,211,4.73,35.5,,113,7.41,4.34,0,-1
Morlon Greenwood,OLB,Syracuse,72,237,4.69,33.5,21,112,7.62,4.08,88,8
Shane Griggs,QB,Michigan,76,199,4.83,,,,,,0,-1
Latef Grim,WR,Pittsburgh,71,188,4.6,,,111,7.27,4.33,0,-1
Daniel Guy,WR,Jackson State,74,211,4.61,38.5,,125,7.35,4.29,0,-1
Adam Haayer,OG,Minnesota,78,298,5.3,,23,,,,199,5
Corey Hall,S,Appalachian State,75,198,4.5,36.5,14,127,,,215,0
Ben Hamilton,C,Minnesota,77,303,5.26,33.5,17,106,7.62,4.62,113,10
Casey Hampton,DT,Texas,73,314,5.25,,34,,,,19,12
Antoine Harris,TE,Louisville,75,260,4.93,,11,,,,0,4
Nick Harris,P,California,74,221,,,,,,,120,12
Shaunard Harts,S,Boise State,72,200,4.56,34.5,12,119,7.14,,212,3
Edgerton Hartwell,ILB,West. Illinois,73,250,4.86,36.5,18,114,7.64,4.56,0,6
Tim Hasselbeck,QB,Boston Col.,73,211,4.83,33,,113,7.27,4.4,0,6
Reggie Hayward,DE,Iowa State,77,255,4.91,41,21,127,7.43,4.43,87,9
Todd Heap,TE,Arizona State,77,252,4.68,,,,,,31,12
Jamie Henderson,CB,Georgia,73,202,4.48,40.5,10,125,6.9,4.12,101,4
Anthony Henry,CB,South Florida,73,198,4.6,41,15,126,6.9,4.2,97,9
Travis Henry,RB,Tennessee,69,223,4.61,,23,,,,58,7
Anthony Herron,DE,Iowa,75,280,5.16,36,26,114,7.58,4.43,0,2
Josh Heupel,QB,Oklahoma,74,215,4.85,37.5,,114,7.18,4.15,177,0
Renaldo Hill,CB,Michigan State,71,178,4.68,35.5,10,116,7.07,4.18,202,10
Russ Hochstein,OG,Nebraska,75,300,5.4,26.5,16,95,7.85,4.69,151,12
Sedrick Hodge,OLB,North Carolina,76,244,4.49,32,21,120,,4.09,70,5
Paul Hogan,C,Alabama,75,290,5.5,29,26,102,7.78,4.54,0,4
Jabari Holloway,TE,Notre Dame,74,253,4.91,38.5,20,113,7.14,4.4,119,3
Menson Holloway,DE,Texas-El Paso,74,284,4.9,34.5,19,111,7.54,4.43,191,0
Rashad Holman,CB,Louisville,71,186,4.58,42,6,129,7.09,3.85,179,3
Derek Homer,RB,Kentucky,68,194,4.6,32.5,,113,7.24,4.3,0,-1
Margin Hooks,WR,BYU,71,191,4.5,36,,116,7.08,4.18,0,-1
Willie Howard,DT,Stanford,75,295,4.94,,23,,,,57,2
John Howell,S,Colorado State,72,204,4.64,37,14,121,6.87,4.12,117,6
Orlando Huff,OLB,Fresno State,74,245,4.7,,16,,,,104,6
Steve Hutchinson,OG,Michigan,77,315,5.15,33.5,31,106,,4.74,17,12
Khori Ivy,WR,West Virginia,74,195,4.64,,,,,,0,-1
Arnold Jackson,WR,Louisville,68,167,4.48,41,,127,7.42,4.11,0,2
James Jackson,RB,Miami (FL),70,210,4.55,,,,,,65,5
William James,CB,West. Illinois,72,197,4.51,38.5,13,120,,,0,10
Cedric James,WR,TCU,74,204,4.49,43,,134,,,131,3
Michael Jameson,S,Texas A&M,71,186,4.5,34.5,9,118,7.13,4.2,165,5
Ortege Jenkins,QB,Arizona,73,234,4.82,34.5,,108,7.32,4.4,0,-1
Kris Jenkins,DT,Maryland,77,318,5.19,31,33,108,7.85,4.4,44,10
Jonas Jennings,OT,Georgia,76,334,5.31,29.5,31,102,8.08,4.93,95,8
Ligarius Jennings,CB,Tennessee State,69,202,4.67,34,11,120,7.07,4.03,0,2
Sly Johnson,WR,Miami (OH),69,181,4.61,35.5,,115,,,0,-1
Jevaris Johnson,TE,Georgia,77,257,4.9,,,,,,0,-1
Chad Johnson,WR,Oregon State,73,192,4.57,33,,108,7.51,4.14,36,11
Rudi Johnson,RB,Auburn,70,227,4.57,37.5,24,119,7.32,4.22,100,8
Kenyatta Jones,OT,South Florida,75,308,5.01,,31,,,,96,3
Kevin Jordan,OG,Fresno State,77,308,5.07,31.5,20,112,,4.95,0,2
Lamont Jordan,RB,Maryland,70,234,4.57,,24,,,,49,9
Bhawoh Jue,CB,Penn State,72,199,4.54,34.5,,113,7.21,4.27,71,7
Kevin Kasper,WR,Iowa,72,199,4.42,43.5,,126,6.56,3.73,190,5
Michael Keathley,OG,TCU,76,308,5.24,32.5,28,,,,0,3
Rod Kelly,DE,Northeastern State,77,254,4.93,28.5,20,114,7.93,4.55,0,-1
Eric Kelly,CB,Kentucky,70,199,4.46,36,15,120,7.24,4.18,69,3
Robert Kilow,WR,Arkansas State,70,171,4.44,,,,,,0,-1
Andre King,WR,Miami (FL),72,199,4.61,,,,,,245,4
Dave Klemic,WR,Northeastern (MA),71,188,4.37,36.5,,116,,,0,0
Ross Kolodziej,DE,Wisconsin,75,290,4.87,34.5,25,111,7.37,4.36,230,7
Justin Kurpeikis,DE,Penn State,75,252,4.97,31.5,22,118,6.82,4.1,0,3
George Layne,FB,TCU,71,242,4.59,32,,115,7.08,4.19,108,3
David Leaverton,P,Tennessee,75,211,,,,,,,142,-1
Matt Lehr,OG,Virginia Tech,74,290,5.28,31.5,28,111,7.59,4.44,137,8
Cleo Lemon,QB,Arkansas State,74,226,4.87,35.5,,106,7.33,4.27,0,5
Damione Lewis,DT,Miami (FL),75,293,4.9,,22,,,,12,10
Victor Leyva,OG,Arizona State,75,313,5.33,30,37,105,8,4.73,135,3
Matt Light,OT,Purdue,77,311,5.29,,26,,7.84,4.49,48,11
Alex Lincoln,ILB,Auburn,72,251,4.77,35,22,111,,,209,2
DeAngelo Lloyd,DE,Tennessee,77,264,4.88,,15,,,,0,-1
Arther Love,TE,South Carolina State,76,236,4.75,36,24,,,,180,0
Ken Lucas,CB,Mississippi,72,200,4.45,,,,,,40,9
LaShaun Mack,C,Norfolk State,75,299,5.56,26.5,17,92,8.59,4.99,0,-1
Brandon Manumaleuna,TE,Arizona,74,275,4.99,30,,106,7.49,4.26,129,10
Torrance Marshall,ILB,Oklahoma,74,249,4.7,,,,,,72,4
David Martin,WR,Tennessee,76,242,4.76,,,,,,198,10
Shaun Mason,OG,Michigan State,77,302,5.49,,,,,,0,-1
Deuce McAllister,RB,Mississippi,73,222,4.41,,,,,,23,9
Brent McCaffrey,OG,USC,76,282,5.2,,,,,,0,-1
Justin McCareins,WR,Northern Illinois,74,209,4.51,41,,129,7.06,3.99,124,8
Dustin McClintock,FB,Alabama,73,259,5.31,30,7,105,8.1,4.58,0,-1
Quentin McCord,WR,Kentucky,70,191,4.48,36.5,,112,7.17,4.18,236,3
Marlon McCree,S,Kentucky,71,197,4.62,38,10,117,7.36,4.1,233,8
Jeff McCurley,C,Pittsburgh,76,280,5.25,,,,,,0,0
Kareem McKenzie,OT,Penn State,78,328,5.33,33,20,104,7.87,4.8,79,11
Mike McMahon,QB,Rutgers,74,207,4.57,37.5,,124,7.12,4.12,149,5
Shad Meier,TE,Kansas State,77,256,4.85,34,20,113,7.14,4.15,90,5
Willie Middlebrooks,CB,Minnesota,74,200,4.5,,17,,,,24,5
Romaro Miller,QB,Mississippi,72,205,4.61,35,,110,7.4,4.51,0,0
Shawn Mills,WR,Southern Miss,72,180,4.51,34.5,,116,7.12,4.15,0,0
Snoop Minnis,WR,Florida State,73,171,4.57,37.5,,115,7.06,4.07,77,3
Travis Minor,RB,Florida State,70,197,4.44,32,9,115,,,85,8
Dwayne Missouri,DE,Northwestern,77,258,5.03,38,21,116,7.5,4.4,231,0
Hodges Mitchell,RB,Texas,67,180,4.53,,,,,,0,-1
Freddie Mitchell,WR,UCLA,71,185,4.46,39.5,,120,6.95,4.06,25,4
Mario Monds,DT,Cincinnati,75,342,5.04,28.5,,99,8.06,4.73,186,3
Keon Moore,CB,Southern Miss,71,193,4.56,37.5,10,119,7.06,4.2,0,-1
Zeke Moreno,ILB,USC,74,248,4.76,,24,,7.1,4.31,139,5
Dan Morgan,ILB,Miami (FL),74,240,4.54,,,,,,11,7
Quincy Morgan,WR,Kansas State,73,211,4.48,,,,,,33,6
Santana Moss,WR,Miami (FL),70,184,4.31,,,,,,16,14
Leonard Myers,CB,Miami (FL),70,190,4.65,37,13,120,7.21,4.16,200,3
Brian Natkin,TE,Texas-El Paso,74,251,4.95,27,20,98,7.78,4.59,0,0
Steve Neal,WR,West. Michigan,73,190,4.59,36,,119,7.18,4.19,0,-1
Carl Nesmith,S,Kansas,74,223,4.95,31.5,5,112,,,0,-1
Bobby Newcombe,WR,Nebraska,70,195,4.53,37,,117,6.86,3.98,166,-1
Richard Newsome,S,Michigan State,71,203,4.59,,14,,,,0,0
Mathias Nkwenti,OG,Temple,75,293,5.57,35.5,29,113,7.66,4.18,111,3
Dennis Norman,OG,Princeton,76,305,5.16,35,25,107,8.08,4.72,222,9
Moran Norris,FB,Kansas,73,250,4.63,31,37,114,7.56,4.5,115,11
Dan O'Leary,TE,Notre Dame,76,252,5.02,32,16,113,7.4,4.31,195,2
Ifeanyi Ohalete,S,USC,74,221,4.64,,16,,,,0,5
Chukky Okobi,C,Purdue,73,316,5.27,32.5,24,103,7.87,4.61,146,7
Jesse Palmer,QB,Florida,74,231,4.78,35.5,,112,7.13,4.29,125,5
Saul Patu,DE,Oregon,74,272,5.01,30.5,22,112,7.52,4.43,0,-1
Tupe Peko,C,Michigan State,76,300,5.36,28,,92,8.1,4.56,217,3
Devonte Peterson,DE,Catawba,75,275,5.02,,31,,,,0,-1
Jeremiah Pharms,OLB,Washington,72,257,4.91,32.5,,106,7.37,4.53,134,-1
Ryan Pickett,DT,Ohio State,74,309,5.1,,,,,,29,14
Vitaly Pisetsky,K,Wisconsin,70,232,,,,,,,0,-1
Owen Pochman,K,BYU,71,179,,,,,,,216,3
Carlos Polk,ILB,Nebraska,74,251,4.76,,,,,,112,8
Tommy Polley,OLB,Florida State,76,234,4.55,,,,,,42,6
Nate Poole,WR,Marshall,73,198,4.79,32.5,,112,7.26,4.22,0,4
Ryan Prince,TE,Weber State,76,257,4.99,31,20,102,7.65,4.45,0,0
Casey Rabach,C,Wisconsin,76,298,5.23,,19,,,,92,10
Dominic Raiola,C,Nebraska,74,307,5.13,33,29,108,7.55,4.35,50,14
Ken-Yon Rambo,WR,Ohio State,73,196,4.34,,,,,,229,3
Josh Redding,OG,Virginia Tech,76,317,5.47,27,31,97,7.85,4.8,0,-1
Ray Redziniak,OG,Illinois,75,296,5.5,27,32,92,8.17,4.77,0,-1
Jamal Reynolds,DE,Florida State,75,267,4.72,,,,,,10,3
Jamie Rheem,K,Kansas State,73,192,,,,,,,0,-1
Karon Riley,DE,Minnesota,74,264,4.75,,,,,,103,4
David Rivers,QB,West. Carolina,75,223,4.73,31.5,,115,7.37,4.2,0,1
Marcellus Rivers,TE,Oklahoma State,76,247,4.84,32.5,7,113,7.04,4.25,0,6
Mike Roberg,TE,Idaho,76,256,4.75,34.5,16,117,7.28,4.4,227,1
Bernard Robertson,OG,Tulane,75,308,5.24,30,19,106,8.06,4.58,138,3
Koren Robinson,WR,North Carolina State,73,211,4.61,,,,,,9,7
Kendrick Rogers,OT,Central Missouri State,77,311,5.16,,23,,,,0,1
Shaun Rogers,DT,Texas,76,320,5.28,,,,,,61,13
Sage Rosenfels,QB,Iowa State,76,228,4.74,34,,107,7.07,4.29,109,11
Jace Sayler,DT,Michigan State,77,294,5.06,31,29,105,7.81,4.59,0,2
John Schlecht,DT,Minnesota,72,295,4.95,31.5,27,101,7.45,4.3,0,2
Aaron Schobel,DE,TCU,76,263,4.75,38,,119,7.16,4.03,46,9
Carey Scott,CB,Kentucky State,71,208,4.65,30,,113,7.52,4.18,189,2
Cedric Scott,DE,Southern Miss,78,281,4.86,35.5,23,107,7.67,4.37,114,2
Anthony Sessions,OLB,Tennessee,72,228,4.8,,19,,,,0,0
Roland Seymour,DE,Florida State,75,250,4.75,,,,,,0,-1
Richard Seymour,DT,Georgia,78,299,4.95,,,,,,6,12
Marcel Shipp,RB,Massachusetts,71,222,4.71,32.5,18,115,,,0,7
Elliot Silvers,OT,Washington,79,348,5.43,31.5,19,99,7.81,4.66,132,0
Rickie Simpkins,DT,Syracuse,75,287,5.28,29.5,,97,7.65,4.52,0,-1
Dwight Smith,CB,Akron,70,212,4.51,33.5,15,114,,,84,9
Justin Smith,DE,Missouri,76,267,4.64,34,26,117,,,4,14
Kenny Smith,DT,Alabama,75,299,5.24,30,,100,8,4.8,81,7
Omar Smith,OG,Kentucky,74,293,5.33,30,21,98,,,0,2
Steve Smith,WR,Utah,69,184,4.41,38.5,,121,7.44,4.25,74,16
Fred Smoot,CB,Mississippi State,71,172,4.48,,,,,,45,9
Brandon Spoon,ILB,North Carolina,74,245,4.75,35.5,33,110,7.3,4.15,110,2
Markus Steele,OLB,USC,75,232,4.62,33,,119,7.15,4.5,122,3
Kevin Stemke,P,Wisconsin,74,187,,,,,,,0,1
Russell Stewart,TE,Stanford,76,251,4.92,28.5,17,106,7.46,4.3,0,0
Daleroy Stewart,DT,Southern Miss,75,309,4.9,33,,110,7.75,4.72,171,3
Tony Stewart,TE,Penn State,77,256,4.96,35.5,,109,7.3,4.4,147,9
Kris Stockton,K,Texas,69,189,,,,,,,0,-1
Michael Stone,CB,Memphis,71,191,4.51,41,17,127,,,54,7
Marcus Stroud,DT,Georgia,78,321,5.13,30,21,110,8.07,4.72,13,10
Tim Stuber,OG,Colorado State,77,315,5.6,28,22,96,8.06,4.75,0,2
Dan Stultz,K,Ohio State,71,207,,,,,,,0,-1
Alex Sulfsted,OG,Miami (OH),76,312,5.3,30.5,,96,,,176,3
Marques Sullivan,OT,Illinois,77,338,5.32,30.5,28,98,8.36,4.8,144,4
Vinny Sutherland,WR,Purdue,69,192,4.48,,,,,,136,2
Joe Tafoya,DE,Arizona,76,269,4.91,33,28,111,7.65,4.4,234,6
Chris Taylor,WR,Texas A&M,71,183,4.4,35.5,,115,6.81,3.93,218,5
David Terrell,WR,Michigan,75,213,4.43,,,,,,8,5
Clevan Thomas,CB,Florida State,69,189,4.64,36,,118,7.42,4.24,0,-1
Tarlos Thomas,OT,Florida State,77,336,5.52,25,19,92,8.6,4.9,0,1
Anthony Thomas,RB,Michigan,74,229,4.58,32.5,20,115,7.48,4.44,38,7
LaDainian Tomlinson,RB,TCU,70,221,4.46,40.5,18,124,6.84,4.21,5,11
Ja'Mar Toombs,FB,Texas A&M,72,281,4.72,,17,,,,0,-1
Paul Toviessi,DE,Marshall,78,260,4.78,33.5,,120,7.06,4.32,51,0
Albert Traylor,OG,NW State (LA),75,307,5.42,27,20,96,8.34,,0,0
Marques Tuiasosopo,QB,Washington,73,223,4.71,35.5,,115,7.36,4.35,59,8
T.J. Turner,ILB,Michigan State,75,273,4.8,,,,,,239,-1
Chris Valletta,OG,Texas A&M,75,299,5.32,33.5,18,98,7.9,4.53,0,-1
Patrick Venzke,OT,Idaho,78,303,5.28,34,,103,8.08,4.59,0,2
Michael Vick,QB,Virginia Tech,72,210,4.33,,,,,,1,-1
Keydrick Vincent,OG,Mississippi,77,328,5.61,32.5,23,94,,,0,10
Fred Wakefield,DE,Illinois,79,287,5.09,29,26,108,7.49,4.64,0,8
Kenyatta Walker,OT,Florida,77,311,5.17,31.5,24,109,7.7,4.6,14,6
Raymond Walls,CB,Southern Miss,71,176,4.51,39,,124,,4.18,152,5
Chad Ward,OG,Washington,76,321,5.23,32.5,26,99,7.98,4.9,170,0
David Warren,DE,Florida State,74,253,4.73,,21,,7.53,4.46,0,-1
Gerard Warren,DT,Florida,76,325,5,,,,,,3,11
Reggie Wayne,WR,Miami (FL),72,198,4.45,,,,,,30,14
Chris Weinke,QB,Florida State,76,226,5.2,,,,,,106,7
Eric Westmoreland,OLB,Tennessee,72,236,4.63,36.5,21,115,7.47,4.21,73,4
Emile White,S,Houston,72,219,4.68,34.5,16,111,7.26,,0,-1
Reggie White,RB,Oklahoma State,72,228,4.58,37.5,17,114,7.48,4.4,0,0
James Whitley,CB,Michigan,70,193,4.73,39,9,118,7.04,4.4,0,3
Boo Williams,TE,Arkansas,76,237,4.72,35.5,,119,7.1,4.33,0,5
Brock Williams,CB,Notre Dame,70,183,4.46,42.5,11,130,6.7,4.21,86,2
Jimmy Williams,CB,Vanderbilt,70,188,4.58,36,,120,7.12,,196,0
Louis Williams,OG,LSU,76,299,5.48,28.5,25,103,7.86,4.67,211,2
Marcus Williams,WR,Washington State,77,230,4.56,41,,130,7.37,4.2,0,6
Maurice Williams,OT,Michigan,77,304,5.2,,24,,,,43,-1
Cedrick Wilson,WR,Tennessee,70,179,4.48,38,,123,,,169,7
Jamie Winborn,ILB,Vanderbilt,71,229,4.63,35.5,,111,,,47,9
Brandon Winey,OT,LSU,78,301,5.3,,,,,,164,2
Pork Chop Womack,OG,Mississippi State,76,345,5.51,29.5,23,97,8.78,4.96,0,-1
Shawn Worthen,DT,TCU,73,310,5.18,30,23,103,7.5,4.61,130,2
Ellis Wyms,DE,Mississippi State,75,285,4.97,28,,103,7.71,4.47,183,8
Paul Zukauskas,OG,Boston Col.,77,307,5.3,,22,,,,203,4
Mike Abrams,P,Virginia,76,227,,,,,,,0,-1
Jonathan Adams,RB,Arkansas State,72,219,4.58,36.5,15,120,6.97,4.31,0,-1
P.J. Alexander,OG,Syracuse,76,299,5.38,29.5,,102,7.9,4.73,0,-1
Jeremy Allen,FB,Iowa,72,241,4.59,38,17,126,7.06,4.49,0,-1
Brian Allen,RB,Stanford,69,209,4.46,33,19,112,6.9,4.08,204,3
James Allen,OLB,Oregon State,75,240,4.62,38,24,126,7.59,4.21,82,5
Matt Anderle,OT,Minnesota,78,327,5.5,29,26,104,7.99,4.8,178,-1
Damien Anderson,RB,Northwestern,70,211,4.56,33.5,27,112,6.93,4.02,0,4
Marques Anderson,S,UCLA,71,213,4.5,39.5,18,127,,,92,4
Mark Anelli,TE,Wisconsin,76,262,4.8,,18,,,,201,2
Akin Ayodele,OLB,Purdue,74,257,4.81,35,26,121,7,4.12,89,9
Chris Baker,TE,Michigan State,75,258,4.81,35,18,112,6.95,,88,9
Jason Ball,C,New Hampshire,74,301,5.41,29,27,94,7.87,4.73,0,3
Clenton Ballard,DT,Texas State,74,313,5.18,26.5,24,93,7.47,4.64,180,2
Mike Banks,TE,Iowa State,76,260,4.84,31.5,,104,,,223,2
Justin Bannan,DT,Colorado,75,300,5,29,24,99,7.31,4.24,139,12
Kevin Barry,OG,Arizona,76,325,5.34,28.5,24,108,8.34,4.73,0,6
Will Bartholomew,FB,Tennessee,72,246,4.68,38,35,119,6.85,4.09,0,-1
Rashad Bauman,CB,Oregon,68,186,4.44,39,10,118,,,79,5
Jarrod Baxter,FB,New Mexico,73,245,4.7,32.5,23,116,7.1,4.27,136,4
Chad Beasley,DT,Virginia Tech,77,303,5.15,31.5,27,104,7.75,4.6,218,3
Atrews Bell,WR,Florida State,71,218,4.52,,,,,,0,-1
Kevin Bentley,OLB,Northwestern,72,243,4.68,39,23,120,6.71,3.83,101,10
LeCharles Bentley,C,Ohio State,74,299,5.19,25.5,,103,7.85,4.54,44,6
Rocky Bernard,DT,Texas A&M,75,294,4.96,33,30,108,7.43,4.41,146,11
Ladell Betts,RB,Iowa,70,220,4.62,38,23,116,7.06,4.06,56,9
Martin Bibla,OG,Miami (FL),75,306,5.08,,35,,,,116,3
Terreal Bierria,S,Georgia,75,216,4.61,36,18,130,6.93,4.1,120,3
Dwayne Blakley,TE,Missouri,77,256,4.96,32.5,21,107,7.33,4.29,0,5
Rocky Boiman,OLB,Notre Dame,76,242,4.6,35,17,122,6.86,4.05,133,8
Bruce Branch,CB,Penn State,70,192,4.53,35,,119,7.12,4.47,0,1
Deion Branch,WR,Louisville,69,191,4.47,36,,117,6.71,3.78,65,12
Sam Brandon,S,UNLV,74,199,4.66,36.5,,127,,,131,5
Jack Brewer,S,Minnesota,72,194,4.59,37,12,122,6.9,4.24,0,5
Raheem Brock,DE,Temple,76,257,4.93,34,25,115,7.09,4.23,238,10
Alex Brown,DE,Florida,75,260,4.74,,,,,,104,9
Sheldon Brown,CB,South Carolina,70,196,4.47,36.5,15,120,7,4.24,59,11
Antonio Bryant,WR,Pittsburgh,73,188,4.57,37,,121,,,63,7
